asin	price_mean	price_max	price_min	bsr_mean	bsr_max	bsr_min	bsr_count	score_mean	score_max	score_min	title	time_since_upload	upload_date	product_features	url
B08B4Q78LQ	19.9	19.9	19.9	0.0	0	0	2	0.0	0.0	0.0	I can Voodoo and you? T-Shirt	6	2020-06-12	['Klassisch geschnitten, doppelt genähter Saum.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08B4Q78LQ.jpg
B089TNHQD9	18.9	18.9	18.9	0.0	0	0	2	0.0	0.0	0.0	Ruhrpott - Auf Kohle geboren T-Shirt	10	2020-06-08	['Auf Kohle geboren und mit Stahl gebrannt, das bin ich, ein Kind aus dem Ruhrpottland! Tolles Geschenk oder Geschenkidee zum Geburtstag, Weihnachten oder einfach nur für sich selbst.', 'Im Ruhrgebiet zeigt man gern woher man kommt! Glück Auf', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089TNHQD9.jpg
B085XJRBRY	13.95	13.95	13.95	0.0	0	0	13	0.0	0.0	0.0	Andrà tutto bene #andratuttobene Everything Will Be Alright T-Shirt	96	2020-03-14	['Andra Tutto Bene Everything Will Be Alright #andràtuttobene #Andràtuttobene #itwillbeok Andrà tutto bene', 'Men Women Kids Boys Girls Andrà tutto bene #andratuttobene', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XJRBRY.jpg
B085XLBPQX	13.95	13.95	13.95	0.0	0	0	13	0.0	0.0	0.0	Tag der Erde sollte Alltag Liebe Natur Umwelt T-Shirt	95	2020-03-15	['Machen Sie den Tag der Erde jeden Tag. Die ökologische und globale Erwärmung oder das Bewusstsein für den Klimawandel hat eine starke Botschaft, die perfekt für einen Freiwilligen oder Schutzbefürworter ist. Verfügt über den blauen und grünen', 'Planeten Cartoon mit einem Herzen. Dieses grafische Design ist das perfekte Geschenk, um jeden Anlass oder Anlass wie Geburtstag, Jahrestag, Erntedankfest oder Weihnachten zu feiern.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XLBPQX.jpg
B086B7V3KG	13.99	13.99	13.99	0.0	0	0	12	0.0	0.0	0.0	Lustiger Spruch Wohnmobil Camping Camper Rentner Vanlife T-Shirt	86	2020-03-24	"['Spruch ""Unterschätze niemals einen alten Mann mit einem Wohnmobil"" Tolle Geschenkidee für Outdoor-Freaks und Camping-Fans. Wer gerne mit dem Wohnmobil auf einen Roadtrip in die Natur geht, der wird dieses Design lieben. Geburtstagsgeschenk für Camper!', 'Dieses lustige Camping Zubehör mit Wohnmobil ist ein witziges Geburtstag Geschenk für alle Damen und Herren die Camping Sprüche mögen, die gerne mit dem Wohnmobil, Camper in den Camping-Urlaub fahren. Camping Shirt', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']"	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086B7V3KG.jpg
B086BM6DPH	14.95	14.95	14.95	0.0	0	0	11	0.0	0.0	0.0	Herren Lustiges Papa macht so Papasachen Motorsport Grillen Bier T-Shirt	86	2020-03-24	['Das perfekte Motiv für alle Väter und Papas deren Hobbies zwischen Familie und Haushalt zu kurz kommen. Papa macht so Papasachen ist ein lustiger Spruch zum Vatertag, 24 Stundenrennen, Männertour oder als Geschenk. Fürs Racing, Grillen, Bier Fest', 'Vatertag Papatag Geschenkidee Papasachen Rennsport Grillen BBQ Bier Biertrinken Saufen Party Spaß Ironie Urlaub Malle Mallorca Ibiza Oktoberfest Bierfest Festival Konzert Autorennen Motorsport Hobbies Hobby Männersachen echte Männer Klischee Stereotypen', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BM6DPH.jpg
B086CX9YZ3	14.99	14.99	14.99	0.0	0	0	14	0.0	0.0	0.0	Scheiß Gefährlich I Scheisse Kacke Toiletten Witz Geschenk T-Shirt	85	2020-03-25	['Scheiß gefährlich.', 'Dieses versaute Geschenk eignet sich am besten für Menschen mit einem dreckigen Humor.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CX9YZ3.jpg
B085XK7B3Q	15.99	15.99	15.99	0.0	0	0	11	0.0	0.0	0.0	Grillen Love Grill BBQ Grillmeister Bier Griller Fleisch Tee T-Shirt	96	2020-03-14	"['Dieses lustige Grillen/BBQ Motiv mit der Aufschrift: ""Love"" aber Grill und Grillzange statt ""O"" und ""V"" ist perfekt für alle Grill-Liebhaber, die ihre Leidenschaft zu gegrilltem Fleisch gerne mit diesem coolen Design ausdrücken möchten.', 'Dieses coole Grillmeister Design eignet sich auch super als Geschenk für die Schwester, Bruder, Vater, Mutter, einem anderen Familienmitglied oder natürlich auch für Freunde als Geschenk zum Geburtstag oder zu Weihnachten!', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']"	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XK7B3Q.jpg
B085Y31WNP	15.99	15.99	15.99	0.0	0	0	11	0.0	0.0	0.0	I want to get quarantined with you sarcastic romantic T-Shirt	95	2020-03-15	['Be positive and funny, gift it to your loved one to share your emotions and put a smile on their face.', 'Klassisch geschnitten, doppelt genähter Saum.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Y31WNP.jpg
B086BXVH5R	16.99	19.99	15.99	0.0	0	0	12	0.0	0.0	0.0	Enjoy Communism T-Shirt	86	2020-03-24	"['Enjoy Communism | Lustige Geschenkidee für Freunde', 'Communist party design mit der Aufschrift: ""Enjoy Communism"". Großartig geeignet als Geschenkidee für Freunde und Familie.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']"	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BXVH5R.jpg
B086D4YSDY	16.95	16.95	16.95	0.0	0	0	13	0.0	0.0	0.0	Gebärdensprache Handzeichen Ich Liebe Dich Zeichensprache T-Shirt	85	2020-03-25	['Schönes Zeichen der Liebe, Nächstenliebe und Solidarität. Das Handzeichen Ich liebe Dich in Gebärden zeigt deinen Mitmenschen auf plakative Art und Weise, dass du sie liebst und ein Menschenfreund bist. Geschenk für alle Humanisten und Philantropen', 'Statement Handzeichen Zeichensprache Gebärdensprache Nächstenliebe Solidarität humanistische Werte Menschenwürde Menschlichkeit Christentum Religion Kirchentag Integration Inklusion', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086D4YSDY.jpg
B085RMXNPP	16.99	16.99	16.99	0.0	0	0	8	0.0	0.0	0.0	Proud to be Gay lgbtq Pride lgbt csd Regenbogen T-Shirt	100	2020-03-10	"['""Proud to be Gay"" Dieses Gay Kleidung ist das perfekte Outfit für lgbtq Liebhaber, egal ob Mann oder Frau. lgbt community und Gemeinsch in den Rainbow Farben tragen. Die perfekte Lesben und Schwule Freizeitkleidung die du tragen möchtest.', 'Menschen, die lgbtq, Pride, lgbt und csd lieben, werden dieses Hüft kurze Sommerteil mögen. Es ist mit coolen Sprüchen, lustigen Grafiken und dem Thema Gay. Wenn ihr stolze Eltern oder Großeltern seid, ist es eine Geschenkidee für die Lieben.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']"	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085RMXNPP.jpg
B085V5PF7P	16.99	16.99	16.99	0.0	0	0	8	0.0	0.0	0.0	Ägypten Horus Auge Pharao Pyramiden Anubis Hieroglyphen T-Shirt	98	2020-03-12	['Dieses mythologie Kleidung ist das perfekte Outfit für Ägyptisch Liebhaber, egal ob Mann oder Frau. Für jeden Urlauber oder Ägypten Kunst Liebhaber. Der beste Pyramiden Urlaub bei den Pharaonen. Tauchen gehen im Ägypten-urlaub.', 'Menschen, die Ägyptisch, Pharao, Göttin und Pyramiden lieben, werden dieses Hüft kurze Sommerteil mögen. Es ist mit coolen Sprüchen, lustigen Grafiken und dem Thema Ägypten. Antike ägyptische Hieroglyphen als Geschenk. Horus das Schutzsymbol der Pharaonen.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V5PF7P.jpg
B085XZMM87	16.99	16.99	16.99	0.0	0	0	9	0.0	0.0	0.0	Andra Tutto Bene Design zusammen Singen für Hoffnung und Mut T-Shirt	95	2020-03-15	['Dieses Design Andra Tutto bene soll den Menschen, die sich aufgrund eines Notfalls in Quarantäne befinden, Mut und Hoffnung geben. Alles wird gut, so der Slogan, der seinen Ursprung in Italien hat. Der Regenbogen ist das Zeichen der Hoffnung.', 'Ich wünsche allen Menschen Gesundheit!', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XZMM87.jpg
B086224ZZ5	16.99	16.99	16.99	0.0	0	0	12	0.0	0.0	0.0	"Okkult ""Think of you"" Hexen Tarot Gothic Witch Hexe T-Shirt"	93	2020-03-17	"['""Think of you"" Dieses okkult Kleidung ist das perfekte Outfit für Grunge Scene Liebhaber, egal ob Mann oder Frau. Geschnekidee für den Blackcraft Tarot Leger. Schwarze Magie oder nur trendigen vintage look. Spezielles Geschenk für Blackcraft Hexer.', 'Menschen, die Grunge, Witchcraft, Hexen und Tarot praktezieren oder Wahrsager sind, werden das Tolle Geschenk lieben. Es ist mit coolen Sprüchen, lustigen Grafiken und dem Thema Okkult. Einzigartiges Blackcraft mystic outfit.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']"	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086224ZZ5.jpg
B0863KK5KT	16.99	16.99	16.99	0.0	0	0	10	0.0	0.0	0.0	Fahrrad mtb mountainbike bike Radfahrer Akku T-Shirt	92	2020-03-18	['Dieses Fahrrad Kleidung ist das perfekte Outfit für mtb Liebhaber, egal ob Mann oder Frau. Bist du ein hobby mountaninbiker oder ein Fahrrad-fan? Kannst du diesen Akku cross country Fahrer sein. Der Radsport ist der beste Sport. Perfektes Geschenk.', 'Menschen, die mtb , mountainbike , bike und Radfahrer lieben, werden dieses Hüft kurze Sommerteil mögen. Es ist mit coolen Sprüchen, lustigen Grafiken und dem Thema Fahrrad. Als begeisterter Rennrad Fahrer kannst du jeden Akkufahrer abziehen.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0863KK5KT.jpg
B089PH9WB1	16.99	16.99	16.99	0.0	0	0	9	0.0	0.0	0.0	ABI 2020 - Mit Abstand Die Besten - Abitur Geschenkidee T-Shirt	14	2020-06-04	['Perfektes Geschenk für Männer, Frauen, Bruder, Schwester, Lehrer, Schüler, Geschwister, Freundin, Freund, Freunde und alle die die Abiprüfungen 2020 abgeschlossen haben. Prüfungen der Abiturienten im Gymnasium mit anschließender Abifeier.', 'Diese Geschenkidee führt zum lachenden Gesicht nach Abschlussprüfungen von Gymnasium, Fachoberschule, Fos oder Bos.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089PH9WB1.jpg
B0866NHXSX	17.99	17.99	17.99	0.0	0	0	8	0.0	0.0	0.0	Damen Geschenk zum 47. Geburtstag Frau Vintage 1973 süßes Queen T-Shirt	90	2020-03-20	"['FÜR ANDERE JAHRGÄNGE BITTE AUF ""Vintage Geburtstag Mädchen Frauen Geschenkideen"" oben klicken. Schönes und süßes Geburtstagsgeschenk Party Deko zum 47.Geburtstag deiner Frau, Mama, Oma, Tante, Tochter, Nichte, Cousine, Mutter die Jahrgang 1973 geboren ist', 'Dieser lustige Frauen Mädchen Outfit mit dem der Aufschrift Queen ist die perfekte Überraschung zum 47. Geburtstag. Beschenke deine Liebste Freundin oder Bekannte die im Jahr 1973 geboren ist mit diesem legendären Design. Sie wird sich freuen!', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']"	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0866NHXSX.jpg
B089LCQQY1	17.99	17.99	17.99	0.0	0	0	9	0.0	0.0	0.0	Herren Dennis Design das R steht für Gefahr witziges Outfit T-Shirt	16	2020-06-02	['Cooles und ironisches Dennis Design das R steht für Gefahr.', 'Witziges Design für alle die Dennis heißen. Perfekt auch als Geschenk für Deinen Dennis.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LCQQY1.jpg
B089LG69R7	17.99	17.99	17.99	0.0	0	0	9	0.0	0.0	0.0	Herren Philipp Design das R steht für Gefahr witziges Outfit T-Shirt	16	2020-06-02	['Cooles und ironisches Philipp Design das R steht für Gefahr.', 'Witziges Design für alle die Philipp heißen. Perfekt auch als Geschenk für Deinen Philipp.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LG69R7.jpg
B08622QS89	18.49	18.49	18.49	0.0	0	0	12	0.0	0.0	0.0	Lustiges Remote Arbeit Heimarbeit Home Office T-Shirt	93	2020-03-17	['Home Office Ist Super! Nur die Kantine Ist Halt Scheisse.', 'Lustiges Homeoffice Design für alle die Heimarbeit leisten und sich über schlechte Verbindungen und schlechtes Essen ärgern. Lustiges Design um eine längere Zeit zu Hause zu arbeiten. Lustige Idee für Videokonferenzen mit ihren Kollegen.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08622QS89.jpg
B089PL7MP9	18.8	18.8	18.8	0.0	0	0	9	0.0	0.0	0.0	Bratwort: Seriengriller | Witziges Grill T-Shirt	14	2020-06-04	['Für alle Griller - perfekt für einen lustigen Grill-Abend oder -Party. Da wird der Grill zum Tatort!', 'Klassisch geschnitten, doppelt genähter Saum.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089PL7MP9.jpg
B0864CXG59	19.95	19.95	19.95	0.0	0	0	10	0.0	0.0	0.0	Stayhome Staythefuckhome Stop Virus Stay the Fuck Home T-Shirt	91	2020-03-19	['Stop den Virus Outfit mit der Aufforderung zu Hause zu bleiben um die Pandemie zu stoppen. Schließt euch der Bewegung an, trinkt euren Schorle dehäm und bleibt auch daheim um die Ausbreitung zu verlangsamen!', 'Klassisch geschnitten, doppelt genähter Saum.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0864CXG59.jpg
B085V5CKB8	19.99	19.99	19.99	0.0	0	0	9	0.0	0.0	0.0	This is a Mähdrescher it dresches Mäh Meme Spruch Geschenk T-Shirt	98	2020-03-12	['Lustiges Mähdrescher Design für alle Bauern, die vom Beruf Bauer, Bäuerin, Landwirt, Landwirtin, Landmaschinenmechaniker oder Farmer sind. Geschenkidee für Männer, Frauen und Kinder zum Geburtstag, Weihnachten, Vatertag und Muttertag.', 'Landmaschine als Design. Lustig als Geschenk für alle, die mit dem Trecker, Traktor, und Erntemaschine auf dem Hof, Feld, Bauernhof, Acker, Ranch oder Dorf fahren und bei der Getreideernte oder Ernte ihre Arbeit finden und Getreide dreschen.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V5CKB8.jpg
B08681K345	19.99	19.99	19.99	0.0	0	0	10	0.0	0.0	0.0	#StayAtHome Quarantäne Pandemie Panik Zuhause Hmsterkäufe T-Shirt	89	2020-03-21	['#StayAtHome. Diese Gemeinschaft Kleidung ist das perfekte Outfit für die Quarantäne. Ein Outfit für die Isolation. Hilf unseren Hilfskräften das Virus nicht zu verbreiten. Bleib zu Hause für die Risikogruppe. Jeder kann uns unterstützen.', 'Menschen, die Quarantäne, Pandemie, Panik und zuhause lieben, werden dieses Hüft kurze Sommerteil mögen. Es ist mit coolen Sprüchen, lustigen Grafiken und dem Thema virus. Hilf unseren Ärzten, Polizei, Feuerwehr und Krankenschwester bleib zu hause!', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08681K345.jpg
B0868TFGQT	19.99	19.99	19.99	0.0	0	0	12	0.0	0.0	0.0	Vaporwave Anime Girl Aesthetic Sad Lofi Japanese Harajuku T-Shirt	87	2020-03-23	['Do you love aesthetic vaporwave synthwave outrun retrowave art and chillwave lofi hip hop japanese anime glitch art? Then this retro 80s vapor wave aesthetic phone And tablet accessory is for You!', 'Birthday Gift or Xmas Christmas Gift for edgy sad boys and sad girls or teen girls and boys who love aesthetic vaporwave phone accessories.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0868TFGQT.jpg
B089LT951W	19.99	19.99	19.99	0.0	0	0	8	0.0	0.0	0.0	Kinder 5. Geburtstag Jungen Feuerwehrmann Dinosaurier T-Shirt	16	2020-06-02	['Alarm Ich Bin 5 Feuerwehrmann Geburtstag Bekleidung für Jungen und Mädchen.', 'Schöne Geschenkidee zum 5. Geburtstag für Sohn, Tochter, Enkel, Neffe oder Nichte. Ideales Geburtstagsgeschenk für 5 jährige Kinder zeigt einen Dinosaurier als Feuerwehrmann. Das Dino Feuerwehr Motiv ist ein ideales Geschenk für dein Kind.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LT951W.jpg
B089MJX3C9	19.99	19.99	19.99	0.0	0	0	9	0.0	0.0	0.0	Herren Baggerfahrer - Geboren um Bagger zu fahren T-Shirt	15	2020-06-03	['Du bist auf der Suche nach einer Geschenkidee für einen eingefleischten Bagger-Fahrer? Das hier ist das Perfekte Design für alle Abbruch fahrer, Erbauer, Tiefbau, Steinbruch usw.', 'Das ideale Design für jeden Baggerführer. Egal ob im Abbruch, Tiefbau, Recycling oder anderen Baustellen. Dieses Design zeigt es jedem Bauleiter, Mechaniker oder Bauarbeiter, wer DU bist!', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MJX3C9.jpg
B089P8WL6H	17.99	17.99	17.99	0.0	0	0	2	0.0	0.0	0.0	Book Dragon not a Worm - Bücher Drache Fairytale Geschenk T-Shirt	14	2020-06-04	['Lustiges Märchen Buch Liebhaber Drachen Design für jeden Hobby Bücherwurm, Nerd, Bibliothekar, Buchhändler, Lektor, Autor, Leser, Schriftsteller und Buchclub. Geschenkidee für Männer, Frauen und Kinder zum Geburtstag, Weihnachten, Vatertag und Muttertag.', 'Bücher Drache Fairytale Book Dragons Design für jede Books Leseratte und Leserin, die im Bücherladen, Bibliothek und Bücherei ein Bookaholic Dragon ist. Lustig als Bookworm in der Freizeit oder Hobby einen Roman oder Fantasy Fabelwesen Literatur lesen.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089P8WL6H.jpg
